passid	gene.symbol	gene.feature	celltype.class	localisation.class	upstream.length	smodel.26Feb2017.half.life[hours]	smodel.26Feb2017.r.square	smodel.12Jun2017.half.life[hours]	smodel.12Jun2017.r.square
revgroup00750750	Grin3a	3pUTR_extended	neuron-enriched	somata	3637	12.403805	0.780878	13.024559	0.633996
revgroup00750757	Grin3a	3pUTR_extended	neuron-enriched	not-localised	2509	0.000028	0.313308	7.364706	0.343471
revgroup00751117	Plppr1	3pUTR_extended	neuron-enriched	not-localised	1133	9.141757	0.876939	9.296882	0.870203
revgroup00751121	Plppr1	3pUTR_extended	neuron-enriched	not-localised	384	2.495290	0.668109	5.739726	0.682025
fwdgroup00751234	Smc2	3pUTR_extended	glia-enriched	not-localised	1584	24.000000	0.796606	14.165949	0.498684
fwdgroup00751309	Nipsnap3b	CDS	shared	not-localised	199	0.000000	-1.000000	18.687421	0.198667
fwdgroup00751322	Nipsnap3b	3pUTR_extended	shared	not-localised	331	24.000000	0.295250	26.026411	0.507425
fwdgroup00751323	Nipsnap3b	3pUTR_extended	shared	not-localised	840	214.156926	0.004307	16.985306	0.451286
fwdgroup00751325	Nipsnap3b	3pUTR_extended	shared	not-localised	1271	0.000000	-1.000000	6.500656	0.346378
revgroup00751419	Abca1	3pUTR_extended	glia-enriched	neuropil	3207	2.190032	0.666464	2.826131	0.644390
revgroup00751439	Abca1	3pUTR_extended	glia-enriched	not-localised	584	3.091628	0.710554	5.606591	0.853294
fwdgroup00751583	Slc44a1	intron	glia-enriched	not-localised	3661	0.000000	-1.000000	9.052070	0.887025
fwdgroup00751588	Slc44a1	intron	glia-enriched	not-localised	4616	0.000000	-1.000000	3.249996	0.783138
fwdgroup00751620	Slc44a1	intron	glia-enriched	not-localised	9983	0.000000	-1.000000	13.513581	0.495737
fwdgroup00751648	Slc44a1	3pUTR	glia-enriched	neuropil	856	24.000000	0.349430	18.677365	0.308271
fwdgroup00751817	Fktn	3pUTR	glia-enriched	not-localised	1449	24.000000	0.498984	2.478656	0.456893
fwdgroup00751850	Fktn	3pUTR_extended	glia-enriched	not-localised	4273	50.822561	0.132859	40.415316	0.343558
fwdgroup00751913	Tmem38b	3pUTR	glia-enriched	not-localised	493	13.148088	0.621392	15.483961	0.659475
fwdgroup00751920	Tmem38b	3pUTR	glia-enriched	not-localised	1777	3.639995	0.914350	4.703951	0.920000
fwdgroup00752229	Rad23b	3pUTR	shared	not-localised	1215	12.528088	0.980219	13.071501	0.908172
fwdgroup00752234	Rad23b	3pUTR_extended	shared	not-localised	2247	13.640714	0.893455	13.934160	0.815506
fwdgroup00752264	Rad23b	3pUTR_extended	shared	not-localised	6955	11.427282	0.869255	13.594988	0.757483
revgroup00752407	Klf4	3pUTR_extended	glia-enriched	neuropil	969	1.244657	0.069560	0.112825	0.000004
revgroup00752548	Ikbkap	3pUTR_extended	shared	not-localised	3515	17.809965	0.765715	17.729175	0.833426
revgroup00752560	Ikbkap	3pUTR_extended	shared	not-localised	2206	9.967776	0.880192	12.097580	0.824485
revgroup00752572	Ikbkap	3pUTR_extended	shared	cell-culture	933	0.000000	-1.000000	19.987392	0.510648
revgroup00752577	Ikbkap	3pUTR	shared	not-localised	557	10.061762	0.967910	10.712438	0.903356
revgroup00752699	Ctnnal1	3pUTR	glia-enriched	cell-culture	1330	0.000000	-1.000000	10.661064	0.723641
revgroup00752705	Ctnnal1	3pUTR	glia-enriched	not-localised	808	2.682805	0.819850	3.612814	0.860191
revgroup00752871	Mir32	CDS_extended	glia-enriched	cell-culture	16308	0.000000	-1.000000	24.389238	0.255586
revgroup00752878	Mir32	CDS_extended	glia-enriched	not-localised	15416	0.000000	-1.000000	1.764658	0.462621
fwdgroup00753359	Palm2	3pUTR_extended	neuron-enriched	not-localised	7585	13.069252	0.965484	13.176174	0.729597
fwdgroup00753507	Akap2	3pUTR	glia-enriched	not-localised	655	5.553850	0.819296	10.471633	0.741886
fwdgroup00753509	Akap2	3pUTR	glia-enriched	cell-culture	1001	0.000000	-1.000000	21.813421	0.416777
fwdgroup00753514	Akap2	3pUTR	glia-enriched	not-localised	1873	1.910342	0.767257	3.327867	0.832904
fwdgroup00753535	Akap2	3pUTR	glia-enriched	not-localised	4027	5.877743	0.880207	6.373711	0.889948
revgroup00753539	Txn1	3pUTR_extended	neuron-enriched	not-localised	149	24.000000	0.735905	1.452885	0.714038
revgroup00753543	Txn1	CDS	neuron-enriched	somata	54	0.000000	-1.000000	2.842102	0.613805
revgroup00753669	Lpar1	3pUTR	glia-enriched	not-localised	2043	1.918677	0.038596	1.610221	0.005023
fwdgroup00753993	Zfp483	3pUTR_extended	tissue	not-localised	3747	0.000000	-1.000000	3.383591	0.550984
fwdgroup00754002	Zfp483	3pUTR_extended	neuron-enriched	somata	4660	7.810414	0.937053	8.309549	0.899132
revgroup00754044	Ptgr1	3pUTR	glia-enriched	cell-culture	57	0.000000	-1.000000	24.383257	0.323805
fwdgroup00754041	Dnajc25	3pUTR_extended	glia-enriched	not-localised	310	3.730944	0.835435	3.190366	0.867700
fwdgroup00754042	Dnajc25	3pUTR_extended	glia-enriched	cell-culture	1095	0.000000	-1.000000	9.130906	0.505404
fwdgroup00754048	Dnajc25	3pUTR_extended	glia-enriched	not-localised	1777	0.000000	-1.000000	5.679982	0.452754
fwdgroup00754055	Dnajc25	3pUTR_extended	glia-enriched	not-localised	2590	10.086360	0.412160	11.611519	0.408016
fwdgroup00754071	Gng10	3pUTR	glia-enriched	not-localised	334	13.637844	0.871019	20.305741	0.766691
fwdgroup00754072	Gng10	3pUTR	glia-enriched	not-localised	795	24.000000	0.864889	9.372530	0.850133
fwdgroup00754165	Ugcg	3pUTR	others	somata	2547	19.152381	0.759787	18.994697	0.736779
revgroup00754303	Ptbp3	3pUTR_extended	glia-enriched	neuropil	4841	1.772283	0.854128	3.070117	0.867369
revgroup00754310	Ptbp3	3pUTR_extended	glia-enriched	not-localised	3294	0.000000	-1.000000	8.581940	0.918215
fwdgroup00754409	Hsdl2	3pUTR_extended	others	neuropil	322	16.671362	0.787035	16.514162	0.772831
fwdgroup00754412	Hsdl2	3pUTR_extended	others	neuropil	1070	12.654963	0.799282	13.937449	0.765042
revgroup00754528	Inip	3pUTR	glia-enriched	not-localised	2758	24.000000	0.839346	3.631358	0.782930
revgroup00754539	Inip	3pUTR	glia-enriched	not-localised	1093	16.046518	0.849266	14.673108	0.727870
fwdgroup00754677	Snx30	3pUTR_extended	others	not-localised	5642	6.513509	0.980972	7.350285	0.887126
fwdgroup00754800	Slc31a2	3pUTR	glia-enriched	cell-culture	347	24.000000	0.044410	23.873456	0.200819
fwdgroup00754807	Slc31a2	3pUTR	glia-enriched	not-localised	1219	1.237918	0.951302	1.987020	0.905725
fwdgroup00754877	Slc31a1	3pUTR_extended	glia-enriched	not-localised	685	7.543271	0.915666	11.174628	0.853396
fwdgroup00754903	Slc31a1	3pUTR_extended	glia-enriched	neuropil	2874	3.604542	0.935872	3.877812	0.958989
revgroup00754895	Cdc26	3pUTR_extended	others	not-localised	2281	16.870188	0.560500	17.429448	0.506333
revgroup00754905	Cdc26	3pUTR	others	not-localised	1053	24.000000	0.872738	18.724535	0.911690
revgroup00754913	Cdc26	3pUTR	others	somata	260	8.432014	0.896526	9.062149	0.861726
fwdgroup00754970	Prpf4	3pUTR	others	not-localised	909	3.656758	0.952721	3.516523	0.940363
revgroup00754961	Wdr31	3pUTR_extended	tissue	not-localised	14250	0.000000	-1.000000	8.360502	0.845112
revgroup00754987	Wdr31	3pUTR_extended	others	not-localised	484	0.000000	-1.000000	13.658759	0.693835
revgroup00754990	Wdr31	3pUTR	others	not-localised	42	3.728607	0.982297	5.234863	0.949579
revgroup00755004	Wdr31	intron	others	cell-culture	1001	0.000000	-1.000000	0.014632	0.289251
fwdgroup00755052	Bspry	3pUTR	neuron-enriched	not-localised	800	24.000000	0.754421	2.819334	0.565224
fwdgroup00755054	Bspry	3pUTR_extended	neuron-enriched	cell-culture	1544	0.000000	-1.000000	0.927680	0.117830
revgroup00755063	Hdhd3	3pUTR	others	not-localised	47	3.247740	0.947087	3.334097	0.943132
fwdgroup00755064	Bspry	3pUTR_extended	neuron-enriched	cell-culture	4339	0.000000	-1.000000	12.223499	0.781217
fwdgroup00755071	Bspry	3pUTR_extended	neuron-enriched	not-localised	5064	0.000000	-1.000000	9.782410	0.614340
revgroup00755079	Alad	3pUTR_extended	glia-enriched	not-localised	3197	24.000000	0.558051	21.237482	0.662508
revgroup00755093	Alad	3pUTR	glia-enriched	not-localised	78	9.680237	0.974601	10.309311	0.973924
revgroup00755113	Pole3	3pUTR_extended	tissue	not-localised	2810	0.000000	-1.000000	4.809380	0.713459
revgroup00755119	Pole3	3pUTR_extended	glia-enriched	somata	2148	6.438164	0.799304	7.630432	0.824217
revgroup00755124	Pole3	3pUTR	glia-enriched	not-localised	1372	17.429098	0.886282	16.103332	0.824851
revgroup00755130	Pole3	3pUTR	glia-enriched	not-localised	356	24.000000	0.262388	0.689524	0.407525
fwdgroup00755141	LOC500475	3pUTR_extended	others	not-localised	241	7.461999	0.824624	12.253117	0.845215
fwdgroup00755175	Rgs3	intron	tissue	not-localised	5047	0.000000	-1.000000	25.794576	0.333297
fwdgroup00755185	Rgs3	intron	glia-enriched	neuropil	7161	0.000000	-1.000000	4.260642	0.313611
fwdgroup00755193	Rgs3	intron	tissue	not-localised	12624	0.000000	-1.000000	14.032128	0.874095
fwdgroup00755226	Rgs3	3pUTR	glia-enriched	not-localised	759	2.732102	0.973775	3.317093	0.963553
revgroup00755274	Ambp	3pUTR_extended	tissue	not-localised	5546	24.000000	0.000016	24.883129	0.222173
revgroup00755279	Ambp	3pUTR_extended	neuron-enriched	cell-culture	98	23.808540	0.178809	202.391159	0.028498
fwdgroup00755354	Col27a1	CDS_extended	glia-enriched	not-localised	469	0.000000	-1.000000	1.256117	0.378951
fwdgroup00755357	Col27a1	CDS_extended	glia-enriched	not-localised	703	0.000000	-1.000000	45.603991	0.204157
fwdgroup00755360	Col27a1	CDS_extended	glia-enriched	neuropil	1677	0.000000	-1.000000	1.901812	0.209267
revgroup00755331	Akna	3pUTR	glia-enriched	not-localised	869	1.635003	0.925775	2.801980	0.898125
revgroup00755354	Dfnb31	CDS_extended	glia-enriched	neuropil	556	0.000000	-1.000000	18.942679	0.783510
revgroup00755378	Dfnb31	intron	glia-enriched	not-localised	1038	0.000000	-1.000000	11.278590	0.573348
revgroup00755399	Dfnb31	intron	glia-enriched	cell-culture	556	0.000000	-1.000000	26.668794	0.720652
fwdgroup00755466	Atp6v1g1	3pUTR	others	not-localised	570	24.000000	0.730161	44.560867	0.683666
fwdgroup00755494	Tmem268	3pUTR	tissue	not-localised	1109	0.000000	-1.000000	3.407832	0.869019
fwdgroup00755505	Tmem268	3pUTR_extended	glia-enriched	not-localised	2392	1.836541	0.927985	2.566403	0.918286
revgroup00755514	Tnfsf15	CDS_extended	glia-enriched	not-localised	5217	0.000000	-1.000000	3.320293	0.272397
revgroup00755549	Tnc	3pUTR_extended	glia-enriched	neuropil	642	5.379010	0.814991	5.962983	0.729030
fwdgroup00755749	Pappa	3pUTR_extended	glia-enriched	cell-culture	6837	0.000000	-1.000000	0.008926	0.313697
revgroup00755734	Astn2	3pUTR_extended	neuron-enriched	not-localised	805	19.673172	0.752325	18.789980	0.820656
revgroup00755798	Astn2	intron	tissue	not-localised	715	0.000000	-1.000000	0.164892	0.165232
fwdgroup00755844	Trim32	3pUTR	neuron-enriched	not-localised	1060	4.026613	0.982075	4.295616	0.966711
fwdgroup00755847	Trim32	3pUTR_extended	neuron-enriched	not-localised	1656	4.308662	0.832152	4.633066	0.867102
revgroup00756483	Brinp1	3pUTR_extended	neuron-enriched	not-localised	5391	12.114814	0.538540	14.070560	0.545660
revgroup00756496	Brinp1	3pUTR_extended	neuron-enriched	not-localised	3371	3.761839	0.556543	11.802597	0.689246
revgroup00756521	Brinp1	3pUTR_extended	neuron-enriched	somata	491	5.301780	0.935633	5.865784	0.902516
revgroup00756549	Brinp1	intron	neuron-enriched	not-localised	2667	0.000000	-1.000000	0.933165	0.103458
revgroup00756571	Brinp1	intron	neuron-enriched	not-localised	8342	0.000000	-1.000000	0.000000	0.130666
revgroup00756827	Cdk5rap2	3pUTR	glia-enriched	neuropil	34	2.026419	0.923210	4.749240	0.866633
revgroup00756831	Cdk5rap2	CDS	tissue	not-localised	126	0.000000	-1.000000	17.423171	0.580550
revgroup00756887	Cdk5rap2	intron	glia-enriched	not-localised	1183	0.000000	-1.000000	0.589494	0.679314
revgroup00756907	Megf9	3pUTR_extended	shared	not-localised	8586	10.433782	0.801913	11.144863	0.796517
revgroup00756918	Megf9	3pUTR_extended	shared	not-localised	5528	7.967378	0.662383	8.762143	0.664219
revgroup00756930	Megf9	3pUTR_extended	shared	not-localised	4357	11.564284	0.926708	11.978861	0.912067
revgroup00756946	Megf9	3pUTR_extended	shared	not-localised	3165	8.916988	0.677287	9.358558	0.630494
revgroup00756962	Megf9	3pUTR	shared	not-localised	1156	8.499707	0.880911	9.923093	0.872693
revgroup00757033	Megf9	intron	tissue	not-localised	25710	0.000000	-1.000000	1.423983	0.361811
revgroup00757242	Tle1	3pUTR	neuron-enriched	not-localised	468	2.748418	0.957939	3.715084	0.935528
revgroup00757271	Tle1	intron	neuron-enriched	not-localised	620	0.000000	-1.000000	14.900854	0.855424
revgroup00757272	Tle1	intron	neuron-enriched	not-localised	528	0.000000	-1.000000	19.909400	0.711627
revgroup00757432	Frmd3	3pUTR	shared	not-localised	201	9.981640	0.920849	10.629398	0.845965
revgroup00757440	Frmd3	intron	shared	not-localised	5736	0.000000	-1.000000	2.639104	0.327065
revgroup00757454	Frmd3	intron	shared	cell-culture	1415	0.000000	-1.000000	6.625160	0.894065
revgroup00757456	Frmd3	intron	shared	cell-culture	1011	0.000000	-1.000000	21.484937	0.485907
fwdgroup00757304	Rasef	3pUTR_extended	glia-enriched	cell-culture	3300	0.000000	-1.000000	17.666571	0.899018
revgroup00757788	Tmem261	3pUTR_extended	tissue	not-localised	11080	0.000000	-1.000000	29.778071	0.254675
revgroup00757822	Tmem261	3pUTR_extended	glia-enriched	not-localised	1999	12.956971	0.865521	13.632882	0.850081
revgroup00757838	Tmem261	3pUTR	glia-enriched	not-localised	329	3.469231	0.890377	3.852908	0.891197
fwdgroup00758500	Tyrp1	3pUTR_extended	glia-enriched	cell-culture	830	0.000000	-1.000000	20.072398	0.691388
fwdgroup00758539	Lurap1l	3pUTR	neuron-enriched	not-localised	369	3.275747	0.929406	3.770338	0.926442
revgroup00759287	Mpdz	3pUTR_extended	glia-enriched	not-localised	1154	24.000000	0.614960	23.649036	0.685597
revgroup00759508	Nfib	3pUTR_extended	shared	not-localised	6518	16.059346	0.740393	14.517215	0.792979
revgroup00759512	Nfib	3pUTR_extended	shared	not-localised	5723	24.000000	0.198762	0.311657	0.061138
revgroup00759565	Nfib	3pUTR_extended	shared	not-localised	1534	24.000000	0.151641	1.036660	0.181796
revgroup00759568	Nfib	3pUTR_extended	shared	not-localised	1071	24.000000	0.297762	0.538052	0.093887
revgroup00759594	Nfib	intron	shared	not-localised	4353	0.000000	-1.000000	24.425942	0.490368
revgroup00759702	Nfib	intron	shared	neuropil	80932	0.000000	-1.000000	29.740671	0.224399
fwdgroup00759034	LOC100910558	intron	others	cell-culture	28979	0.000000	-1.000000	6.348205	0.742824
fwdgroup00759053	LOC100910558	CDS	others	neuropil	1117	0.000000	-1.000000	14.611137	0.556355
revgroup00759831	Zdhhc21	3pUTR_extended	neuron-enriched	not-localised	7622	26.384308	0.671263	26.731358	0.463355
revgroup00759868	Zdhhc21	3pUTR_extended	neuron-enriched	not-localised	2481	0.000000	-1.000000	22.408978	0.644919
revgroup00759991	Ttc39b	3pUTR_extended	others	not-localised	6752	15.744370	0.804699	15.836668	0.816543
revgroup00760038	Ttc39b	3pUTR	others	not-localised	431	10.691683	0.704870	13.568418	0.680221
revgroup00760151	Psip1	3pUTR_extended	shared	not-localised	4058	24.000000	0.172977	2.543360	0.448960
fwdgroup00759379	Snapc3	3pUTR	others	not-localised	148	3.770946	0.949704	4.386698	0.936113
revgroup00760154	Psip1	3pUTR_extended	shared	not-localised	3482	24.000000	0.064717	0.004627	0.000453
fwdgroup00759383	Snapc3	3pUTR_extended	others	not-localised	863	0.000000	-1.000000	12.979134	0.816983
revgroup00760160	Psip1	3pUTR_extended	shared	not-localised	2578	52.576228	0.104426	30.407923	0.351207
revgroup00760169	Psip1	3pUTR_extended	shared	not-localised	1278	12.831491	0.711499	13.465034	0.696881
revgroup00760170	Psip1	3pUTR_extended	shared	not-localised	1143	0.000000	-1.000000	3.246941	0.546012
revgroup00760173	Psip1	3pUTR	tissue	not-localised	843	16.962946	0.681781	17.519458	0.827823
revgroup00760175	Psip1	3pUTR	shared	not-localised	353	6.826016	0.697022	9.296692	0.758021
revgroup00760185	Psip1	intron	shared	not-localised	978	0.000000	-1.000000	0.915072	0.964915
fwdgroup00759426	Snapc3	3pUTR_extended	others	not-localised	7309	16.581551	0.315498	16.788773	0.456492
fwdgroup00759428	Snapc3	3pUTR_extended	tissue	not-localised	7828	0.000000	-1.000000	24.442639	0.413887
revgroup00760198	Psip1	intron	shared	somata	1545	0.000000	-1.000000	24.935271	0.763673
fwdgroup00759433	Snapc3	3pUTR_extended	tissue	not-localised	8813	24.000000	0.307804	6.043682	0.537646
revgroup00760199	Psip1	intron	shared	not-localised	1036	0.000000	-1.000000	27.030768	0.555292
revgroup00760209	Psip1	CDS	shared	not-localised	118	0.000000	-1.000000	29.837984	0.308257
revgroup00760215	Psip1	CDS	shared	not-localised	123	0.000000	-1.000000	12.698518	0.788993
revgroup00760408	Bnc2	intron	others	cell-culture	39319	0.000000	-1.000000	5.105278	0.012123
revgroup00760412	Bnc2	intron	tissue	not-localised	42815	0.000000	-1.000000	45.645830	0.956832
fwdgroup00759880	Cntln	3pUTR	glia-enriched	not-localised	1165	0.000000	-1.000000	17.632462	0.374400
fwdgroup00760004	Sh3gl2	3pUTR_extended	neuron-enriched	not-localised	810	14.579560	0.696107	28.746885	0.735866
fwdgroup00760005	Sh3gl2	3pUTR_extended	neuron-enriched	somata	1814	20.783182	0.545531	22.868054	0.468766
fwdgroup00760314	Rraga	3pUTR_extended	neuron-enriched	somata	426	6.784744	0.955641	7.826716	0.956180
revgroup00760781	Plin2	3pUTR_extended	glia-enriched	cell-culture	15315	0.000000	-1.000000	9.549784	0.738804
revgroup00760792	Plin2	3pUTR_extended	glia-enriched	not-localised	13073	0.000000	-1.000000	7.002100	0.745114
revgroup00760799	Plin2	3pUTR_extended	glia-enriched	not-localised	488	8.039944	0.815722	8.775842	0.672844
fwdgroup00760550	Acer2	3pUTR_extended	tissue	not-localised	4242	0.000000	-1.000000	19.576535	0.357224
revgroup00760930	Slc24a2	3pUTR_extended	others	somata	8256	34.522327	0.209846	30.220300	0.227630
revgroup00761412	Mllt3	3pUTR_extended	others	neuropil	4437	24.000000	0.106963	33.776204	0.280982
revgroup00761413	Mllt3	3pUTR_extended	others	somata	3878	2.354984	0.956413	3.419581	0.926482
revgroup00761426	Mllt3	3pUTR_extended	others	not-localised	2092	0.000000	-1.000000	3.628285	0.908786
revgroup00761434	Mllt3	3pUTR_extended	others	not-localised	1378	1.773787	0.962235	3.871257	0.710337
revgroup00761438	Mllt3	3pUTR_extended	tissue	not-localised	784	0.000000	-1.000000	4.930572	0.490174
revgroup00761441	Mllt3	3pUTR_extended	others	not-localised	136	2.765975	0.996111	3.763039	0.955611
revgroup00761744	Hacd4	3pUTR_extended	glia-enriched	cell-culture	4163	0.000000	-1.000000	27.363336	0.937847
revgroup00761753	Hacd4	3pUTR_extended	glia-enriched	cell-culture	2476	0.000000	-1.000000	9.579202	0.887665
revgroup00761761	Hacd4	3pUTR_extended	glia-enriched	cell-culture	457	0.000000	-1.000000	34.288997	0.925466
fwdgroup00761245	Mir31	CDS_extended	others	cell-culture	707	0.000000	-1.000000	6.890050	0.636046
fwdgroup00761328	Klhl9	3pUTR	neuron-enriched	not-localised	1667	5.294876	0.908002	6.180164	0.910910
revgroup00761899	Cdkn2a	3pUTR	glia-enriched	cell-culture	180	0.000000	-1.000000	5.900871	0.877615
fwdgroup00761382	Mtap	intron	glia-enriched	not-localised	3006	0.000000	-1.000000	11.076353	0.772995
fwdgroup00761399	Mtap	intron	glia-enriched	not-localised	6215	0.000000	-1.000000	14.564362	0.432485
revgroup00761976	Cdkn2b	3pUTR	glia-enriched	cell-culture	1324	3.344956	0.903792	4.205096	0.877527
revgroup00762201	Elavl2	3pUTR_extended	neuron-enriched	somata	3036	4.341620	0.822243	4.647673	0.815309
revgroup00762701	Caap1	3pUTR_extended	tissue	not-localised	15874	0.000000	-1.000000	81.264872	0.516971
revgroup00762716	Caap1	3pUTR_extended	others	not-localised	958	6.118966	0.975307	6.787502	0.970930
revgroup00762770	Plaa	3pUTR_extended	shared	neuropil	6881	24.000000	0.002696	32.383260	0.279081
revgroup00762781	Plaa	3pUTR_extended	shared	not-localised	2219	5.777138	0.969171	6.562432	0.959472
revgroup00762782	Plaa	3pUTR_extended	shared	not-localised	1873	3.940678	0.845079	4.786353	0.839771
revgroup00762795	Plaa	3pUTR	shared	not-localised	179	3.531785	0.976597	4.255713	0.923057
fwdgroup00762279	Ift74	intron	tissue	somata	2	0.000000	-1.000000	7.308918	0.478366
fwdgroup00762299	Ift74	3pUTR	others	not-localised	167	5.539075	0.941914	5.904119	0.952722
fwdgroup00762353	Tek	3pUTR_extended	others	neuropil	869	0.000000	-1.000000	0.188851	0.001063
revgroup00763087	Jun	3pUTR	glia-enriched	neuropil	1230	1.969642	0.987993	1.730083	0.879354
fwdgroup00762649	Fggy	intron	tissue	not-localised	43927	0.000000	-1.000000	45.645830	0.956832
fwdgroup00762690	Fggy	3pUTR_extended	glia-enriched	not-localised	126	25.836778	0.697221	18.275348	0.740856
fwdgroup00762722	Hook1	intron	neuron-enriched	not-localised	437	0.000000	-1.000000	18.869695	0.823318
fwdgroup00762790	Hook1	3pUTR	neuron-enriched	not-localised	3031	24.000000	0.498082	53.823385	0.600038
revgroup00763374	Cyp2j10	3pUTR	tissue	neuropil	304	1.152739	0.381873	8.544414	0.503769
revgroup00763406	Cyp2j3	3pUTR	glia-enriched	neuropil	2146	24.000000	0.157313	8.971716	0.298517
revgroup00763415	Cyp2j3	3pUTR	glia-enriched	neuropil	297	6.865939	0.648794	9.775901	0.608335
fwdgroup00763282	Nfia	3pUTR_extended	glia-enriched	neuropil	1020	2.527234	0.838094	5.260399	0.650825
fwdgroup00763283	Nfia	3pUTR_extended	glia-enriched	not-localised	1504	2.912883	0.761225	10.891176	0.568358
fwdgroup00763295	Nfia	3pUTR_extended	glia-enriched	neuropil	2835	4.003748	0.846770	6.141477	0.817535
fwdgroup00763329	Nfia	3pUTR_extended	glia-enriched	neuropil	7707	10.260105	0.916488	10.612304	0.889559
revgroup00763895	Tm2d1	3pUTR	neuron-enriched	not-localised	311	19.378127	0.977703	17.235472	0.942092
fwdgroup00763406	Patj	intron	tissue	not-localised	1834	0.000000	-1.000000	3.283194	0.911673
fwdgroup00763422	Patj	intron	glia-enriched	cell-culture	635	0.000000	-1.000000	18.328801	0.875231
fwdgroup00763477	Patj	3pUTR	glia-enriched	not-localised	416	0.000000	-1.000000	20.098109	0.731737
fwdgroup00763482	Patj	3pUTR	glia-enriched	not-localised	1632	24.000000	0.417808	0.332846	0.538656
revgroup00764052	Kank4	3pUTR_extended	others	not-localised	1554	6.152106	0.839936	9.720630	0.773828
fwdgroup00763563	Usp1	intron	glia-enriched	not-localised	805	0.000000	-1.000000	11.148473	0.735855
fwdgroup00763572	Usp1	3pUTR	glia-enriched	not-localised	331	0.000000	-1.000000	13.631552	0.778714
fwdgroup00763573	Usp1	3pUTR_extended	glia-enriched	not-localised	738	6.421384	0.989255	7.607539	0.895259
revgroup00764183	Dock7	3pUTR	others	neuropil	401	11.164444	0.951047	12.027468	0.900532
fwdgroup00763810	Atg4c	3pUTR_extended	glia-enriched	not-localised	1109	10.925649	0.910033	11.089916	0.845569
fwdgroup00763812	Atg4c	3pUTR_extended	tissue	not-localised	1686	0.000000	-1.000000	18.612657	0.597357
fwdgroup00763945	Alg6	3pUTR	glia-enriched	cell-culture	93	0.000000	-1.000000	24.265950	0.499036
fwdgroup00763952	Alg6	3pUTR	glia-enriched	not-localised	983	24.000000	0.609971	1.672010	0.574855
fwdgroup00763953	Alg6	3pUTR	glia-enriched	not-localised	1258	17.331837	0.692554	18.367282	0.656962
revgroup00764555	Itgb3bp	3pUTR_extended	glia-enriched	not-localised	199	24.000000	0.541333	0.082107	0.485718
fwdgroup00764013	Efcab7	intron	shared	cell-culture	98627	0.000000	-1.000000	11.021452	0.278360
fwdgroup00764046	Efcab7	3pUTR_extended	shared	not-localised	178	2.701491	0.949485	4.402503	0.930693
fwdgroup00764105	Pgm1	3pUTR	others	neuropil	531	16.823816	0.953198	14.835498	0.953806
fwdgroup00764194	Ror1	3pUTR_extended	glia-enriched	cell-culture	2493	0.000000	-1.000000	45.645830	0.956832
revgroup00764756	Cyp2j4	3pUTR	glia-enriched	not-localised	322	0.000000	-1.000000	18.327070	0.853755
fwdgroup00764337	Cachd1	3pUTR	glia-enriched	not-localised	490	2.698184	0.931270	2.651626	0.905074
fwdgroup00764343	Cachd1	3pUTR_extended	glia-enriched	not-localised	1417	7.104945	0.896966	7.579657	0.901176
fwdgroup00764352	Cachd1	3pUTR_extended	glia-enriched	not-localised	4165	0.000000	-1.000000	8.559376	0.508465
fwdgroup00764416	Raver2	intron	neuron-enriched	not-localised	124	0.000000	-1.000000	13.350542	0.831417
fwdgroup00764419	Raver2	intron	neuron-enriched	not-localised	897	0.000000	-1.000000	14.218037	0.802751
fwdgroup00764444	Raver2	intron	tissue	not-localised	1250	0.000000	-1.000000	11.951329	0.642533
fwdgroup00764474	Raver2	3pUTR	neuron-enriched	not-localised	355	6.642666	0.927245	6.309507	0.908817
fwdgroup00764484	Raver2	3pUTR_extended	neuron-enriched	not-localised	1448	3.945378	0.895024	5.446401	0.901646
fwdgroup00764485	Raver2	3pUTR_extended	neuron-enriched	not-localised	1814	12.063060	0.891430	12.335610	0.887577
revgroup00764956	Jak1	3pUTR_extended	neuron-enriched	not-localised	1130	23.964047	0.958149	21.622140	0.856361
revgroup00764959	Jak1	3pUTR	neuron-enriched	not-localised	149	8.720597	0.413708	13.063930	0.636076
fwdgroup00764487	Raver2	3pUTR_extended	neuron-enriched	not-localised	3067	5.736104	0.636859	5.425610	0.735715
revgroup00765106	Mir101a	CDS_extended	glia-enriched	not-localised	3105	0.000000	-1.000000	3.204355	0.886047
revgroup00765111	Mir101a	CDS_extended	glia-enriched	not-localised	433	0.000000	-1.000000	6.800124	0.823800
fwdgroup00764675	Ak4	3pUTR_extended	neuron-enriched	not-localised	911	91.047473	0.024895	68.786683	0.113202
fwdgroup00764698	Ak4	3pUTR_extended	neuron-enriched	not-localised	3011	24.000000	0.594989	1.776203	0.571385
fwdgroup00764700	Ak4	3pUTR_extended	neuron-enriched	neuropil	3452	16.203111	0.968615	16.345286	0.801533
fwdgroup00764741	Dnajc6	intron	neuron-enriched	cell-culture	24636	0.000000	-1.000000	1.464966	0.134504
fwdgroup00764824	Dnajc6	3pUTR	neuron-enriched	not-localised	114	8.264619	0.787312	8.925602	0.760849
fwdgroup00764826	Dnajc6	3pUTR	tissue	not-localised	1070	0.000000	-1.000000	0.023331	0.639691
fwdgroup00764827	Dnajc6	3pUTR	neuron-enriched	not-localised	1449	23.561271	0.136249	23.831809	0.270790
fwdgroup00764847	Lepr	intron	tissue	not-localised	7001	0.000000	-1.000000	0.724312	0.157112
